FID IID PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10
WGAAD_193 WGAAD_193 0.0019 -0.0031 0.0071 -0.0017 0.0129 0.0028 -0.0221 0.0049 -0.0238 0.0280
WGAAD_194 WGAAD_194 -0.0116 -0.0124 -0.0066 -0.0049 -0.0015 -0.0062 -0.0078 -0.0243 -0.0006 -0.0209
WGAAD_195 WGAAD_195 0.0066 -0.0032 -0.0074 -0.0032 -0.0078 0.0089 0.0264 -0.0095 0.0008 0.0078
WGAAD_196 WGAAD_196 -0.0146 -0.0065 -0.0075 -0.0052 -0.0017 0.0096 -0.0150 -0.0190 0.0108 0.0199
WGAAD_197 WGAAD_197 0.0073 0.0123 0.0099 -0.0108 0.0174 0.0829 0.0002 0.0100 0.0153 0.0005
WGAAD_199 WGAAD_199 -0.0152 -0.0029 -0.0007 -0.0090 -0.0139 -0.0001 0.0144 -0.0240 0.0128 0.0215
WGAAD_1 WGAAD_1 -0.0006 -0.0056 -0.0041 -0.0054 -0.0090 -0.0030 0.0150 -0.0099 -0.0241 -0.0246
WGAAD_200 WGAAD_200 -0.0133 -0.0075 -0.0054 -0.0078 -0.0104 -0.0004 0.0166 -0.0083 0.0000 0.0070
WGAAD_201 WGAAD_201 -0.0090 -0.0083 -0.0040 -0.0066 -0.0085 -0.0062 -0.0006 -0.0052 -0.0045 0.0062
WGAAD_202 WGAAD_202 -0.0038 -0.0084 -0.0153 0.0079 -0.0017 0.0097 -0.0043 -0.0102 0.0022 -0.0075
WGAAD_203 WGAAD_203 -0.0115 -0.0064 -0.0077 0.0062 -0.0120 -0.0047 0.0140 -0.0088 0.0048 -0.0153
WGAAD_204 WGAAD_204 -0.0072 -0.0080 -0.0077 -0.0002 -0.0141 -0.0136 0.0162 -0.0102 0.0073 -0.0136
WGAAD_205 WGAAD_205 0.1014 -0.0121 -0.0426 0.0198 0.0048 0.0023 -0.0072 0.0161 0.0107 0.0228
WGAAD_206 WGAAD_206 -0.0025 -0.0077 0.0020 -0.0057 0.0018 -0.0036 -0.0175 -0.0253 -0.0092 0.0169
WGAAD_208 WGAAD_208 -0.0053 -0.0049 0.0044 0.0065 0.0034 0.0209 0.0151 -0.0341 0.0294 0.0097
WGAAD_209 WGAAD_209 -0.0017 -0.0046 0.0041 0.0068 0.0030 -0.0185 0.0287 -0.0404 -0.0091 0.0033
WGAAD_210 WGAAD_210 -0.0096 -0.0055 -0.0063 -0.0000 0.0005 0.0078 0.0063 -0.0282 0.0429 0.0299
WGAAD_212 WGAAD_212 0.0988 -0.0007 -0.0345 0.0078 0.0110 0.0111 -0.0005 0.0382 0.0217 0.0242
WGAAD_213 WGAAD_213 -0.0073 -0.0086 -0.0069 -0.0156 -0.0115 0.0122 0.0043 -0.0036 0.0056 0.0296
WGAAD_214 WGAAD_214 -0.0137 -0.0092 0.0002 0.0064 0.0069 -0.0134 0.0074 0.0060 -0.0503 0.0286
WGAAD_215 WGAAD_215 0.0982 -0.0071 -0.0363 0.0031 0.0084 -0.0093 0.0174 0.0412 0.0344 0.0240
WGAAD_216 WGAAD_216 0.0955 -0.0128 -0.0465 0.0112 -0.0229 -0.0272 0.0005 -0.0137 0.0169 0.0358
WGAAD_217 WGAAD_217 0.0996 -0.0118 -0.0472 0.0105 -0.0261 -0.0028 -0.0135 0.0277 0.0007 -0.0007
WGAAD_218 WGAAD_218 -0.0088 -0.0071 0.0037 0.0271 0.0011 0.0043 0.0050 0.0095 -0.0551 0.0432
WGAAD_220 WGAAD_220 0.0022 -0.0070 0.0036 0.0218 0.0343 -0.0175 0.0391 0.0053 -0.0801 0.0187
WGAAD_221 WGAAD_221 0.0611 -0.0081 -0.0132 -0.0111 -0.0156 0.0109 0.0014 -0.1158 -0.0545 -0.0939
WGAAD_222 WGAAD_222 0.0017 -0.0107 0.0034 -0.0079 -0.0060 -0.0210 -0.0150 0.0027 -0.0322 0.0092
WGAAD_224 WGAAD_224 0.0987 -0.0147 -0.0473 0.0209 -0.0092 -0.0177 0.0049 0.0121 0.0159 0.0197
WGAAD_227 WGAAD_227 -0.0023 -0.0027 -0.0017 0.0048 0.0156 0.0236 0.0121 0.0091 -0.0004 -0.0236
WGAAD_230 WGAAD_230 -0.0022 -0.0077 0.0168 0.0025 0.0272 -0.0072 0.0243 0.0267 -0.0859 0.0282
WGAAD_231 WGAAD_231 0.0023 -0.0121 0.0085 -0.0080 0.0658 -0.0262 0.0922 -0.0283 -0.0092 -0.0117
WGAAD_232 WGAAD_232 -0.0123 -0.0056 -0.0023 -0.0012 0.0080 0.0095 0.0338 -0.0392 0.0198 0.0436
WGAAD_233 WGAAD_233 -0.0185 -0.0037 0.0013 0.0159 -0.0061 0.0001 0.0092 0.0216 0.0024 0.0021
WGAAD_234 WGAAD_234 -0.0136 -0.0044 0.0150 0.0202 0.0243 -0.0260 -0.0028 0.0563 -0.1064 0.0468
WGAAD_235 WGAAD_235 -0.0143 -0.0062 -0.0064 -0.0189 -0.0137 -0.0030 0.0114 -0.0299 0.0053 -0.0021
WGAAD_236 WGAAD_236 0.0011 -0.0094 -0.0049 0.0111 -0.0098 0.0005 0.0069 -0.0105 0.0017 0.0081
WGAAD_237 WGAAD_237 -0.0131 -0.0084 0.0019 -0.0009 0.0019 -0.0004 -0.0054 -0.0030 0.0059 0.0327
WGAAD_239 WGAAD_239 -0.0089 -0.0010 0.0089 0.0102 -0.0083 -0.0094 -0.0073 -0.0079 0.0120 0.0159
WGAAD_240 WGAAD_240 -0.0008 -0.0008 0.0003 -0.0051 -0.0069 0.0066 0.0064 -0.0018 -0.0404 0.0160
WGAAD_241 WGAAD_241 0.0029 -0.0021 0.0036 0.0129 -0.0000 -0.0033 -0.0048 0.0280 -0.0856 0.0569
WGAAD_242 WGAAD_242 -0.0029 -0.0067 -0.0013 -0.0026 -0.0183 -0.0142 -0.0141 -0.0312 0.0074 0.0409
WGAAD_243 WGAAD_243 -0.0171 -0.0084 -0.0075 -0.0108 -0.0062 0.0011 0.0112 -0.0357 0.0181 0.0065
WGAAD_244 WGAAD_244 0.0062 -0.0083 -0.0117 0.0090 -0.0150 -0.0091 0.0071 0.0261 0.0004 0.0022
WGAAD_245 WGAAD_245 -0.0031 -0.0055 -0.0027 -0.0100 -0.0133 0.0118 0.0019 -0.0370 0.0084 -0.0045
WGAAD_246 WGAAD_246 -0.0044 -0.0051 0.0091 -0.0079 0.0120 0.0234 -0.0054 0.0125 -0.0054 0.0108
WGAAD_247 WGAAD_247 0.0445 0.0120 0.0404 -0.0484 0.0362 0.1490 -0.0045 -0.0407 -0.0064 -0.0657
WGAAD_248 WGAAD_248 -0.0069 -0.0067 0.0009 0.0029 -0.0019 -0.0095 0.0056 -0.0135 -0.0063 -0.0043
WGAAD_249 WGAAD_249 -0.0198 -0.0027 0.0170 0.0183 -0.0073 0.0033 -0.0080 0.0554 0.0120 0.0074
WGAAD_250 WGAAD_250 0.0020 -0.0042 -0.0064 -0.0090 -0.0100 0.0131 -0.0067 0.0049 -0.0304 -0.0024
WGAAD_251 WGAAD_251 -0.0075 -0.0030 -0.0014 -0.0048 0.0048 0.0040 -0.0036 -0.0201 -0.0033 0.0182
WGAAD_253 WGAAD_253 -0.0067 -0.0102 0.0035 0.0003 -0.0071 0.0023 0.0051 -0.0404 0.0090 0.0233
WGAAD_254 WGAAD_254 -0.0063 -0.0083 0.0030 0.0035 -0.0131 0.0146 0.0068 -0.0026 0.0138 -0.0024
WGAAD_256 WGAAD_256 0.0033 -0.0059 -0.0012 -0.0059 0.0064 0.0018 0.0113 -0.0135 -0.0160 -0.0102
WGAAD_258 WGAAD_258 0.0322 -0.0005 -0.0087 -0.0067 -0.0083 -0.0021 -0.0110 -0.0401 0.0007 -0.0302
WGAAD_260 WGAAD_260 -0.0077 -0.0080 0.0030 0.0002 0.0087 -0.0100 0.0221 -0.0155 0.0062 0.0362
WGAAD_261 WGAAD_261 -0.0034 -0.0053 0.0001 0.0021 0.0190 -0.0093 0.0297 -0.0280 -0.0078 -0.0036
WGAAD_262 WGAAD_262 -0.0020 -0.0047 0.0087 -0.0009 0.0225 -0.0067 0.0518 -0.0202 -0.0140 0.0053
WGAAD_263 WGAAD_263 0.1054 -0.0076 -0.0505 0.0244 -0.0064 -0.0002 0.0159 0.0178 0.0162 0.0355
WGAAD_264 WGAAD_264 0.0978 -0.0017 -0.0364 0.0205 0.0125 -0.0117 0.0001 0.0401 -0.0243 0.0126
WGAAD_266 WGAAD_266 0.1003 -0.0072 -0.0364 0.0132 -0.0109 -0.0276 0.0151 0.0054 0.0238 0.0035
WGAAD_268 WGAAD_268 -0.0045 -0.0103 -0.0025 0.0034 -0.0112 -0.0018 0.0001 -0.0218 0.0184 0.0316
WGAAD_269 WGAAD_269 -0.0062 -0.0054 -0.0023 -0.0038 0.0215 -0.0050 0.0396 -0.0247 -0.0094 0.0391
WGAAD_26 WGAAD_26 -0.0189 -0.0032 0.0145 0.0110 -0.0097 -0.0059 -0.0105 0.0253 0.0097 0.0379
WGAAD_270 WGAAD_270 0.1300 0.0577 0.4156 0.4979 -0.1029 -0.0102 0.0685 -0.0136 0.0948 0.1209
WGAAD_271 WGAAD_271 0.1018 -0.0056 -0.0290 0.0128 -0.0063 -0.0201 -0.0081 0.0156 0.0031 -0.0333
WGAAD_272 WGAAD_272 0.0024 -0.0066 0.0266 0.0163 0.0831 -0.0383 -0.0870 0.0091 -0.0349 -0.0344
WGAAD_274 WGAAD_274 0.1011 -0.0084 -0.0363 0.0092 -0.0238 -0.0044 0.0083 0.0299 0.0209 0.0310
WGAAD_275 WGAAD_275 -0.0089 -0.0110 -0.0042 0.0077 -0.0139 -0.0122 0.0078 -0.0452 0.0306 0.0078
WGAAD_276 WGAAD_276 0.1078 -0.0106 -0.0360 0.0217 0.0636 -0.0251 0.0587 0.0203 0.0277 0.0394
WGAAD_277 WGAAD_277 -0.0093 -0.0006 -0.0004 -0.0038 -0.0027 -0.0007 -0.0075 -0.0079 -0.0045 -0.0066
WGAAD_278 WGAAD_278 0.0885 -0.0102 -0.0398 0.0107 0.0037 -0.0194 0.0154 0.0051 0.0214 0.0259
WGAAD_279 WGAAD_279 0.0113 -0.0095 -0.0123 0.0026 -0.0093 0.0055 -0.0152 -0.0225 0.0049 0.0338
WGAAD_27 WGAAD_27 -0.0140 -0.0069 -0.0007 0.0024 0.0106 -0.0048 -0.0091 -0.0279 0.0131 0.0439
WGAAD_280 WGAAD_280 0.0961 -0.0118 -0.0309 0.0302 0.0114 -0.0071 0.0065 0.0189 -0.0092 0.0052
WGAAD_281 WGAAD_281 -0.0038 0.0219 0.0016 -0.0035 -0.0171 0.0128 0.0013 -0.0241 -0.0080 0.0146
WGAAD_282 WGAAD_282 -0.0142 -0.0062 -0.0003 -0.0026 -0.0014 0.0183 -0.0127 -0.0232 -0.0103 0.0349
WGAAD_283 WGAAD_283 -0.0019 -0.0041 0.0092 -0.0012 -0.0122 0.0103 0.0081 -0.0287 -0.0082 0.0183
WGAAD_284 WGAAD_284 0.0019 -0.0040 0.0001 -0.0094 -0.0177 -0.0056 0.0051 -0.0196 -0.0054 -0.0220
WGAAD_285 WGAAD_285 -0.0142 -0.0087 -0.0042 0.0000 -0.0033 0.0151 0.0174 -0.0065 -0.0143 -0.0009
WGAAD_286 WGAAD_286 -0.0087 -0.0073 0.0061 -0.0055 0.0269 -0.0124 0.0469 -0.0220 0.0220 0.0197
WGAAD_287 WGAAD_287 -0.0087 -0.0083 -0.0106 -0.0140 -0.0192 -0.0022 -0.0046 -0.0104 0.0052 0.0021
WGAAD_288 WGAAD_288 -0.0143 -0.0081 -0.0055 -0.0006 -0.0049 -0.0076 -0.0015 -0.0303 0.0224 0.0046
WGAAD_289 WGAAD_289 -0.0119 -0.0108 -0.0017 -0.0070 -0.0119 0.0107 0.0037 -0.0172 0.0466 0.0294
WGAAD_28 WGAAD_28 -0.0087 -0.0076 0.0075 0.0092 0.0315 -0.0064 -0.0475 0.0002 0.0169 0.0108
WGAAD_292 WGAAD_292 -0.0053 -0.0029 -0.0043 0.0027 -0.0079 0.0047 -0.0169 -0.0155 0.0318 0.0117
WGAAD_293 WGAAD_293 -0.0132 -0.0044 0.0027 0.0117 -0.0063 0.0127 -0.0063 -0.0120 0.0295 0.0208
WGAAD_294 WGAAD_294 -0.0086 -0.0045 -0.0038 0.0031 -0.0218 0.0013 -0.0071 -0.0265 0.0008 0.0237
WGAAD_295 WGAAD_295 -0.0091 -0.0039 -0.0035 -0.0018 -0.0010 0.0064 -0.0149 0.0000 0.0093 -0.0159
WGAAD_296 WGAAD_296 -0.0002 -0.0049 -0.0077 -0.0091 -0.0103 -0.0007 -0.0056 -0.0005 -0.0016 -0.0073
WGAAD_297 WGAAD_297 -0.0077 -0.0042 0.0066 0.0018 0.0006 0.0017 0.0033 -0.0158 -0.0023 0.0145
WGAAD_298 WGAAD_298 0.0093 -0.0103 -0.0015 -0.0093 0.0042 0.0027 0.0044 -0.0152 -0.0152 -0.0232
WGAAD_299 WGAAD_299 -0.0066 -0.0052 0.0014 0.0072 -0.0139 0.0049 0.0138 -0.0053 0.0250 0.0051
WGAAD_29 WGAAD_29 0.0010 -0.0079 0.0127 0.0086 0.0253 -0.0321 -0.0242 0.0460 -0.0706 -0.0207
WGAAD_2 WGAAD_2 0.0007 -0.0089 -0.0012 0.0039 -0.0033 0.0071 -0.0154 -0.0336 0.0212 -0.0063
WGAAD_301 WGAAD_301 0.0486 -0.0065 -0.0205 -0.0073 -0.0096 0.0114 -0.0134 -0.0683 -0.0570 -0.0809
WGAAD_303 WGAAD_303 0.0594 -0.0084 -0.0298 -0.0148 -0.0070 -0.0033 -0.0421 -0.0949 -0.0460 -0.0655
WGAAD_304 WGAAD_304 0.1001 -0.0123 -0.0479 0.0038 -0.0039 -0.0015 0.0184 0.0224 0.0233 0.0133
WGAAD_305 WGAAD_305 -0.0039 -0.0088 0.0021 -0.0048 0.0019 -0.0085 -0.0262 -0.0227 0.0089 0.0162
WGAAD_306 WGAAD_306 0.0989 -0.0085 -0.0216 0.0111 0.0280 0.0155 -0.0315 0.0193 0.0172 0.0091
WGAAD_307 WGAAD_307 0.0963 -0.0086 -0.0342 0.0032 0.0229 -0.0081 -0.0012 0.0172 0.0212 0.0009
WGAAD_308 WGAAD_308 0.0944 -0.0077 -0.0335 0.0257 0.0001 -0.0204 0.0044 0.0093 -0.0092 0.0273
WGAAD_311 WGAAD_311 -0.0031 -0.0017 -0.0027 0.0045 -0.0091 0.0218 0.0066 0.0089 0.0234 -0.0080
WGAAD_316 WGAAD_316 -0.0032 -0.0007 0.0060 -0.0014 0.0161 -0.0200 -0.0333 -0.0205 0.0057 -0.0009
WGAAD_319 WGAAD_319 -0.0060 -0.0076 0.0006 -0.0017 0.0064 0.0118 0.0123 -0.0186 -0.0105 0.0076
WGAAD_321 WGAAD_321 -0.0123 -0.0060 0.0031 0.0016 0.0035 -0.0030 -0.0008 -0.0505 0.0255 0.0442
WGAAD_322 WGAAD_322 0.0004 -0.0075 0.0009 -0.0079 0.0105 -0.0240 -0.0124 -0.0250 0.0224 -0.0360
WGAAD_327 WGAAD_327 -0.0086 -0.0022 0.0122 -0.0025 -0.0052 0.0067 0.0047 -0.0082 -0.0173 0.0266
WGAAD_328 WGAAD_328 0.0926 -0.0103 -0.0337 0.0012 -0.0044 -0.0111 -0.0112 0.0174 0.0134 0.0230
WGAAD_329 WGAAD_329 -0.0166 -0.0022 0.0040 0.0009 -0.0033 0.0035 -0.0072 -0.0261 0.0159 0.0507
WGAAD_330 WGAAD_330 0.0540 -0.0102 -0.0195 -0.0226 0.0010 0.0073 -0.0058 -0.0781 -0.0525 -0.0728
WGAAD_337 WGAAD_337 -0.0070 -0.0084 -0.0035 0.0023 -0.0192 -0.0144 -0.0109 -0.0010 0.0090 0.0166
WGAAD_339 WGAAD_339 0.0451 0.0183 0.1166 -0.0783 -0.0157 0.0007 -0.0365 -0.0016 0.0334 -0.0103
WGAAD_340 WGAAD_340 0.0505 -0.0086 -0.0174 -0.0027 0.0114 0.0074 0.0138 -0.0881 -0.0335 -0.0604
WGAAD_341 WGAAD_341 0.1018 -0.0121 -0.0409 0.0184 0.0045 -0.0147 0.0151 0.0208 0.0134 0.0519
WGAAD_342 WGAAD_342 -0.0133 -0.0056 0.0004 0.0015 0.0039 0.0130 -0.0089 -0.0211 0.0175 0.0397
WGAAD_344 WGAAD_344 -0.0152 -0.0077 -0.0069 -0.0176 0.0044 0.0063 -0.0038 -0.0457 0.0313 0.0390
WGAAD_346 WGAAD_346 0.0413 -0.0070 -0.0064 -0.0248 0.0114 0.0129 -0.0015 -0.0712 -0.0315 -0.0717
WGAAD_347 WGAAD_347 0.1032 -0.0051 -0.0391 0.0034 0.0094 0.0191 -0.0106 0.0332 0.0074 0.0075
WGAAD_349 WGAAD_349 0.1036 -0.0033 -0.0203 0.0257 0.0501 0.0248 -0.0625 0.0397 0.0242 -0.0062
WGAAD_34 WGAAD_34 0.0574 -0.0088 -0.0142 -0.0156 0.0232 -0.0051 -0.0656 -0.0810 -0.0286 -0.1026
WGAAD_351 WGAAD_351 -0.0029 -0.0057 0.0145 0.0074 0.0333 -0.0283 -0.0720 -0.0121 0.0098 -0.0237
WGAAD_352 WGAAD_352 -0.0109 -0.0021 0.0092 -0.0068 0.0076 0.0199 0.0005 -0.0113 0.0193 0.0101
WGAAD_355 WGAAD_355 0.0091 -0.0058 -0.0021 0.0043 0.0263 -0.0157 -0.0516 -0.0195 -0.0131 -0.0320
WGAAD_356 WGAAD_356 -0.0105 -0.0069 0.0072 0.0037 0.0023 -0.0058 -0.0147 0.0351 -0.0332 0.0071
WGAAD_359 WGAAD_359 0.0933 -0.0167 -0.0387 0.0125 -0.0013 -0.0144 -0.0015 0.0424 0.0313 -0.0278
WGAAD_35 WGAAD_35 0.0042 -0.0086 -0.0039 0.0101 -0.0010 0.0023 -0.0288 -0.0551 -0.0209 -0.0265
WGAAD_360 WGAAD_360 0.0021 -0.0072 0.0271 -0.0081 0.1116 -0.0339 -0.1465 0.0245 0.0345 -0.0366
WGAAD_364 WGAAD_364 -0.0071 -0.0015 0.0043 0.0086 -0.0118 -0.0100 0.0012 -0.0239 0.0170 0.0052
WGAAD_366 WGAAD_366 0.1015 -0.0068 -0.0363 0.0273 -0.0127 0.0061 0.0001 0.0100 0.0207 -0.0170
WGAAD_370 WGAAD_370 -0.0108 -0.0068 0.0071 -0.0088 0.0198 -0.0065 -0.0643 -0.0408 0.0337 0.0451
WGAAD_373 WGAAD_373 0.0997 -0.0033 -0.0212 0.0151 0.0827 -0.0053 -0.1123 0.0692 0.0667 -0.0347
WGAAD_374 WGAAD_374 0.0577 0.0280 -0.0095 -0.0143 0.0284 0.0136 -0.0173 -0.0610 -0.0360 -0.0894
WGAAD_375 WGAAD_375 -0.0097 -0.0059 -0.0002 0.0136 -0.0062 0.0002 0.0043 -0.0043 -0.0013 0.0531
WGAAD_376 WGAAD_376 0.0940 -0.0107 -0.0368 0.0060 -0.0021 -0.0249 0.0075 -0.0022 0.0092 0.0355
WGAAD_377 WGAAD_377 0.0061 -0.0144 -0.0059 -0.0130 -0.0115 -0.0058 -0.0017 0.0021 -0.0120 -0.0244
WGAAD_378 WGAAD_378 -0.0132 -0.0086 -0.0081 0.0126 0.0011 0.0096 -0.0162 -0.0445 0.0037 0.0359
WGAAD_379 WGAAD_379 -0.0008 -0.0064 -0.0047 0.0068 -0.0044 -0.0058 -0.0077 -0.0039 -0.0771 0.0130
WGAAD_37 WGAAD_37 -0.0033 -0.0046 -0.0039 -0.0055 -0.0187 0.0011 -0.0130 -0.0127 0.0077 -0.0012
WGAAD_380 WGAAD_380 -0.0161 -0.0050 0.0070 0.0072 0.0075 -0.0343 -0.0041 -0.0131 0.0255 0.0323
WGAAD_381 WGAAD_381 0.0117 0.0266 0.0330 -0.0306 0.0412 0.1807 0.0354 0.0069 0.0427 -0.0510
WGAAD_382 WGAAD_382 0.0982 -0.0117 -0.0432 0.0108 -0.0127 -0.0115 0.0140 0.0352 0.0223 0.0343
WGAAD_383 WGAAD_383 -0.0080 -0.0040 -0.0005 -0.0063 0.0148 -0.0062 -0.0158 -0.0040 0.0163 -0.0341
WGAAD_384 WGAAD_384 0.0052 -0.0065 0.0058 -0.0126 0.1229 -0.0165 0.0588 -0.0602 -0.0078 -0.0103
WGAAD_385 WGAAD_385 0.1032 -0.0124 -0.0416 0.0175 -0.0093 -0.0017 -0.0040 0.0673 0.0264 0.0379
WGAAD_386 WGAAD_386 -0.0106 -0.0015 -0.0021 0.0010 -0.0053 0.0148 0.0019 -0.0199 0.0009 0.0529
WGAAD_388 WGAAD_388 0.0692 -0.0098 -0.0289 0.0027 -0.0242 0.0043 0.0154 -0.0318 -0.0176 -0.0490
WGAAD_389 WGAAD_389 -0.0071 -0.0026 0.0006 -0.0006 -0.0051 0.0077 0.0027 -0.0155 0.0196 0.0165
WGAAD_390 WGAAD_390 -0.0056 -0.0077 0.0035 -0.0129 -0.0040 0.0023 0.0042 -0.0274 0.0083 0.0111
WGAAD_391 WGAAD_391 -0.0140 -0.0074 0.0022 -0.0066 -0.0027 -0.0015 -0.0179 -0.0256 0.0223 0.0209
WGAAD_392 WGAAD_392 -0.0055 -0.0069 -0.0012 0.0146 -0.0046 -0.0021 -0.0183 0.0057 0.0091 -0.0049
WGAAD_393 WGAAD_393 -0.0002 -0.0089 -0.0048 -0.0020 -0.0093 0.0186 -0.0040 -0.0351 0.0316 0.0135
WGAAD_394 WGAAD_394 -0.0188 -0.0062 -0.0022 0.0025 0.0186 -0.0033 0.0192 0.0107 0.0126 0.0051
WGAAD_395 WGAAD_395 -0.0119 -0.0064 0.0008 0.0075 -0.0089 -0.0010 0.0022 -0.0101 -0.0360 0.0346
WGAAD_397 WGAAD_397 -0.0098 -0.0061 0.0063 -0.0009 -0.0125 0.0038 0.0019 -0.0369 -0.0134 0.0130
WGAAD_398 WGAAD_398 0.0365 -0.0093 -0.0135 -0.0132 0.0318 0.0136 0.0226 -0.0858 -0.0574 -0.0212
WGAAD_399 WGAAD_399 0.0620 -0.0055 -0.0071 -0.0132 -0.0207 0.0134 0.0010 -0.0906 -0.0821 -0.0574
WGAAD_400 WGAAD_400 -0.0031 -0.0039 -0.0119 -0.0063 -0.0083 -0.0144 0.0100 -0.0250 -0.0092 -0.0163
WGAAD_401 WGAAD_401 -0.0042 -0.0084 -0.0079 -0.0089 0.0005 -0.0116 0.0174 0.0097 -0.0122 0.0005
WGAAD_402 WGAAD_402 -0.0058 -0.0067 0.0000 -0.0073 -0.0066 -0.0092 0.0003 -0.0048 0.0403 0.0140
WGAAD_403 WGAAD_403 -0.0127 -0.0017 0.0019 -0.0022 -0.0052 0.0074 0.0062 -0.0547 0.0133 0.0332
WGAAD_404 WGAAD_404 -0.0051 -0.0081 -0.0012 0.0012 0.0007 -0.0069 -0.0037 -0.0037 -0.0097 0.0068
WGAAD_405 WGAAD_405 0.0017 -0.0033 0.0100 -0.0036 -0.0052 0.0294 0.0144 -0.0322 0.0230 0.0186
WGAAD_406 WGAAD_406 0.0008 0.0131 0.0057 0.0062 0.0203 -0.0139 -0.0328 -0.0317 0.0185 0.0212
WGAAD_407 WGAAD_407 -0.0215 -0.0075 0.0024 0.0077 -0.0160 -0.0071 0.0017 0.0300 0.0273 -0.0153
WGAAD_408 WGAAD_408 0.0872 0.0432 0.3252 0.3618 -0.0588 -0.0132 -0.0481 -0.0877 -0.0140 -0.1504
WGAAD_411 WGAAD_411 -0.0019 -0.0075 -0.0028 -0.0084 -0.0056 -0.0081 0.0026 -0.0156 0.0003 0.0005
WGAAD_412 WGAAD_412 -0.0096 -0.0034 0.0044 0.0095 0.0311 -0.0222 -0.0418 0.0086 0.0071 -0.0169
WGAAD_413 WGAAD_413 -0.0054 0.0000 0.0127 -0.0102 0.0809 -0.0446 -0.1147 0.0063 0.0444 0.0063
WGAAD_415 WGAAD_415 0.1130 -0.0065 -0.0436 -0.0120 0.0013 0.0387 -0.0118 0.0684 0.0562 0.0519
WGAAD_417 WGAAD_417 0.0015 0.0032 -0.0040 0.0013 -0.0166 0.0187 -0.0028 -0.0420 -0.0117 0.0138
WGAAD_418 WGAAD_418 -0.0076 -0.0078 0.0007 0.0021 -0.0117 0.0016 0.0018 -0.0161 -0.0092 0.0131
WGAAD_419 WGAAD_419 -0.0104 -0.0092 -0.0039 -0.0008 0.0001 0.0139 0.0067 -0.0401 0.0368 0.0246
WGAAD_420 WGAAD_420 -0.0052 -0.0053 -0.0014 -0.0049 -0.0237 -0.0015 0.0085 -0.0223 0.0123 0.0273
WGAAD_422 WGAAD_422 -0.0047 -0.0049 0.0005 -0.0027 -0.0123 -0.0021 -0.0126 -0.0355 0.0034 0.0043
WGAAD_423 WGAAD_423 -0.0201 -0.0063 0.0061 0.0209 -0.0205 -0.0028 0.0114 0.0468 0.0143 -0.0160
WGAAD_425 WGAAD_425 -0.0085 -0.0073 -0.0054 -0.0062 -0.0052 0.0044 0.0068 0.0151 -0.0126 0.0040
WGAAD_426 WGAAD_426 -0.0040 -0.0128 -0.0041 -0.0118 0.0018 0.0011 0.0084 0.0004 -0.0263 0.0057
WGAAD_428 WGAAD_428 -0.0002 -0.0051 0.0023 -0.0248 -0.0181 -0.0123 -0.0128 -0.0308 -0.0003 0.0076
WGAAD_429 WGAAD_429 -0.0094 -0.0073 0.0011 -0.0008 0.0036 -0.0151 -0.0183 -0.0135 0.0114 0.0357
WGAAD_42 WGAAD_42 -0.0099 -0.0024 0.0005 -0.0035 -0.0072 -0.0061 -0.0018 -0.0155 0.0082 0.0021
WGAAD_431 WGAAD_431 -0.0032 -0.0072 -0.0096 -0.0061 -0.0170 0.0066 -0.0076 -0.0186 0.0023 0.0025
WGAAD_433 WGAAD_433 -0.0149 -0.0070 -0.0028 -0.0022 -0.0092 0.0108 0.0012 -0.0252 0.0132 0.0295
WGAAD_434 WGAAD_434 -0.0005 -0.0086 -0.0096 -0.0070 0.0102 0.0165 -0.0080 -0.0254 -0.0157 -0.0105
WGAAD_435 WGAAD_435 -0.0024 -0.0047 -0.0022 0.0040 0.0004 -0.0105 -0.0200 0.0041 -0.0153 -0.0001
WGAAD_436 WGAAD_436 -0.0119 -0.0060 -0.0063 -0.0018 -0.0067 -0.0003 0.0182 0.0048 0.0200 0.0102
WGAAD_437 WGAAD_437 -0.0094 0.0012 0.0030 -0.0021 -0.0067 0.0095 0.0023 -0.0220 0.0061 0.0095
WGAAD_438 WGAAD_438 -0.0109 -0.0080 0.0040 -0.0054 -0.0151 0.0024 0.0019 -0.0242 0.0140 0.0171
WGAAD_439 WGAAD_439 -0.0167 -0.0059 0.0012 -0.0072 -0.0104 -0.0158 -0.0029 -0.0030 0.0047 0.0339
WGAAD_43 WGAAD_43 0.0021 -0.0028 -0.0134 0.0029 -0.0072 -0.0038 -0.0025 -0.0234 -0.0425 -0.0246
WGAAD_440 WGAAD_440 -0.0010 -0.0008 0.0367 0.0443 -0.0215 0.0012 0.0072 -0.0221 0.0059 0.0223
WGAAD_441 WGAAD_441 -0.0130 -0.0082 -0.0031 -0.0097 -0.0026 0.0147 0.0130 -0.0355 0.0084 0.0322
WGAAD_442 WGAAD_442 -0.0080 -0.0070 -0.0042 -0.0044 -0.0034 -0.0079 -0.0095 -0.0253 -0.0098 0.0096
WGAAD_443 WGAAD_443 0.0009 -0.0071 0.0232 0.0003 0.0947 -0.0420 -0.1033 0.0007 0.0234 -0.0286
WGAAD_444 WGAAD_444 -0.0098 -0.0105 -0.0012 -0.0071 -0.0023 -0.0085 -0.0003 -0.0235 0.0132 0.0115
